COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
1,79813,213,0,393841,260,23,6,0,4,0,0
1,33966,0,82,572947,217,1,2,0,0,3,0
0,54724,0,0,221808,383,1,9,0,4,0,1
0,66257,0,0,216566,272,1,13,0,0,2,1
1,105994,0,12,366058,646,11,4,0,0,0,1
1,71177,0,0,239175,171,0,8,25,0,1,1
0,58761,179,13,261039,368,3,5,100,1,3,1
1,48960,187,14,161765,168,17,4,0,0,0,0
0,111791,74,17,185307,693,3,6,100,0,0,1
1,118952,0,62,293915,701,0,2,100,0,4,0
1,44952,0,0,572146,334,1,10,100,1,0,0
1,54613,187,0,154353,391,27,12,100,4,3,0
1,100908,204,88,964159,772,28,2,75,1,3,0
1,90016,63,13,327344,347,5,4,25,3,3,0
1,143763,38,19,236475,394,3,6,0,4,3,1
1,81084,0,0,230204,311,0,15,25,1,1,0
1,47711,183,17,730589,192,19,5,25,1,0,1
1,72537,238,0,382437,352,19,8,0,4,1,0
1,72323,201,50,231934,294,25,2,25,4,4,0
1,96728,60,18,899555,289,3,6,100,4,0,1
0,30712,0,5,750197,220,0,4,50,4,1,1
1,94657,0,10,952813,392,1,4,100,1,0,1
1,91112,167,0,267380,399,16,9,0,1,1,0
1,20806,165,48,806587,209,27,4,0,0,0,1
0,47503,154,0,402848,153,20,6,25,1,0,0
1,44856,171,0,656941,175,12,8,100,3,0,1
1,22494,174,27,390553,170,4,2,0,1,3,1
0,42564,174,0,270823,209,25,13,25,0,0,0
0,28179,72,12,160717,247,5,5,100,0,1,0
0,25042,219,25,707232,160,12,1,0,1,1,1
1,62050,45,9,851437,379,3,6,100,1,1,1
1,96316,251,67,950193,373,16,1,100,1,0,1
0,61513,56,0,725920,265,4,11,25,1,0,1
1,46309,189,25,304655,222,26,1,0,1,0,0
0,39620,0,15,488709,161,0,4,75,4,1,1
0,134061,68,0,753690,709,4,12,0,1,3,1
0,97257,209,0,228000,703,13,13,100,3,3,0
1,21259,190,0,670978,222,26,15,50,0,3,1
0,21410,219,59,583816,142,13,1,0,4,0,0
1,152502,223,0,407489,398,0,1,0,4,4,1
1,95692,39,12,650464,316,5,6,100,3,3,1
1,103500,215,33,447676,834,16,2,25,3,4,0
1,28161,0,72,921626,171,1,1,100,4,1,1
1,96385,0,23,749110,371,1,4,100,1,0,1
0,32772,43,0,996087,230,5,8,100,3,3,1
0,62534,0,37,814147,264,1,1,0,1,3,1
1,64193,163,19,673676,230,18,4,25,1,0,1
0,147574,53,0,719837,610,4,10,100,4,1,0
1,42111,63,0,530720,130,3,15,100,1,3,0
1,135279,0,41,821113,629,1,1,50,4,4,1
1,29250,66,8,224504,236,5,6,100,1,3,0
0,47620,0,18,285437,130,0,5,0,1,1,1
1,23365,253,0,270514,231,27,8,100,4,0,0
1,133536,55,15,205527,469,0,5,0,2,1,1
1,67835,0,8,990495,304,1,6,100,3,3,1
1,47546,162,8,768882,248,10,5,100,1,0,1
1,144668,0,67,203932,416,0,1,100,3,0,0
1,92866,0,87,193359,397,0,1,50,4,0,0
0,49729,0,71,528151,195,1,2,0,0,0,0
0,22303,0,67,477464,227,1,1,100,1,1,0
0,56019,239,46,278745,293,20,1,50,4,0,0
1,64318,209,20,176196,368,20,6,0,1,0,1
1,90832,61,9,869402,376,5,6,0,1,1,1
1,25324,0,19,186077,242,1,5,0,1,1,1
0,150046,193,13,550588,517,17,4,0,4,3,0
0,105192,73,23,377586,738,5,6,50,0,4,0
0,114183,0,9,189644,517,0,2,0,1,1,1
0,157217,173,10,462062,648,19,5,25,3,0,0
0,32321,201,13,866916,247,23,6,0,1,1,1
0,32227,0,23,904006,168,1,15,75,0,0,1
0,40372,234,0,413083,338,20,8,100,1,3,0
0,73686,137,0,391277,274,11,13,0,1,1,1
0,146046,228,0,227705,373,26,12,0,0,0,0
1,70188,0,22,222185,351,1,6,25,4,0,1
1,135004,0,0,692411,591,1,12,0,1,0,0
0,86455,222,22,209272,293,24,4,100,1,1,0
0,106522,209,8,834382,859,24,4,0,3,3,1
1,22833,154,14,368555,156,25,6,25,1,1,1
0,52263,0,0,327165,299,4,10,100,4,4,1
0,21870,0,21,409547,166,1,5,0,4,0,1
1,140219,241,49,647813,755,14,2,75,1,0,0
1,35978,0,0,373081,158,0,8,100,0,4,0
1,78570,90,16,556553,334,5,4,100,4,4,0
1,74421,0,24,356573,357,0,4,100,1,3,1
1,25490,200,6,217973,208,22,5,100,1,3,0
0,98336,0,0,208910,290,0,11,100,1,0,1
1,63600,0,12,776992,176,1,6,100,4,3,1
0,91149,98,70,154359,375,5,1,50,3,3,1
1,131007,141,0,750416,753,18,10,100,4,0,1
1,79786,209,18,691331,380,20,5,0,4,0,1
0,52494,45,31,275581,301,3,1,100,4,1,1
0,36332,62,82,518500,194,0,2,100,4,3,0
1,44752,171,0,150756,190,24,12,25,0,1,1
1,25442,0,0,925331,169,15,14,75,3,0,1
1,66784,70,0,579010,387,4,11,0,1,0,0
1,34158,200,0,851107,200,27,8,100,4,4,1
0,20116,56,80,836858,153,3,2,0,3,0,1
1,25122,82,0,807403,215,4,13,50,0,1,1
1,36402,0,6,226817,185,1,4,100,0,3,1
0,147931,259,0,184218,858,21,8,0,1,0,0
1,30805,51,0,194380,222,5,10,25,0,1,0
0,151395,0,0,815864,751,5,13,25,1,3,0
0,50939,0,0,399437,336,12,9,0,0,0,1
0,119299,0,87,681571,512,15,2,50,1,1,1
0,24423,173,16,174169,218,21,4,25,0,0,0
1,65525,223,63,316046,343,4,1,100,0,0,1
1,25093,57,52,986103,131,3,1,100,4,0,1
1,125315,230,66,234943,432,11,1,0,1,4,1
0,61269,46,80,940525,378,5,2,100,3,1,1
1,22781,76,8,533608,158,4,5,0,4,0,0
1,43214,227,12,185175,185,10,5,25,2,0,1
0,145735,51,47,165890,707,3,1,75,4,1,1
1,146338,76,18,910072,448,3,6,100,0,0,0
0,154039,161,0,241154,558,16,10,0,3,0,0
1,66590,76,22,569084,345,5,6,100,1,3,0
1,31730,62,0,152369,133,5,9,0,2,1,1
0,122201,85,33,645496,816,1,2,100,4,0,1
0,107471,57,48,944205,590,5,1,0,1,1,1
0,20585,78,0,169936,146,5,2,50,1,3,1
1,132878,194,11,896093,573,16,6,25,1,3,0
1,42478,86,9,468447,162,0,4,75,1,1,0
1,71202,59,0,171503,342,3,11,100,1,1,0
1,25981,78,23,213756,618,5,4,100,1,3,1
0,29182,0,0,405188,187,15,14,25,2,2,1
1,33602,80,85,158601,146,3,2,0,1,3,1
0,147104,221,62,676208,793,4,1,25,4,0,0
1,157976,0,57,742255,588,0,1,50,0,3,0
1,144765,234,0,286837,793,11,15,0,1,1,0
0,142688,33,0,358312,823,3,10,75,1,1,1
1,84485,198,8,289583,392,24,5,100,1,3,0
1,54456,41,29,412677,296,3,2,0,2,4,0
0,79263,151,0,182288,369,15,14,100,0,3,0
0,38994,51,74,589674,192,4,2,25,1,0,1
0,49744,66,23,844298,214,3,6,50,2,0,1
0,35923,52,0,260407,211,4,15,100,4,3,1
0,127794,196,77,644930,689,3,2,0,1,0,0
0,43483,225,11,463120,158,23,5,100,4,3,0
0,44396,40,58,173946,240,3,1,0,1,3,1
0,86744,215,0,202304,258,14,8,0,1,0,0
0,126690,0,85,541376,887,0,1,100,4,4,0
1,122367,63,0,494162,538,5,14,0,4,1,1
1,40941,180,0,219758,209,16,14,0,0,4,0
0,90946,0,59,939097,324,1,1,100,0,1,1
1,22320,181,20,711732,245,10,6,0,1,2,1
0,74745,0,39,872711,265,21,2,75,4,0,1
0,64485,75,0,938019,310,5,15,0,0,0,1
0,153000,213,41,286292,768,11,2,100,1,1,0
1,46128,50,19,423002,134,3,5,100,0,4,0
0,24426,60,0,738562,321,3,11,25,0,4,1
0,151097,63,0,454280,887,4,8,75,1,3,0
1,34769,200,77,430378,188,12,6,0,0,0,0
1,82041,0,16,165758,262,0,4,50,3,0,1
0,88111,188,0,911781,304,22,15,50,1,1,0
0,142686,46,10,373419,712,4,4,50,3,1,0
1,59863,235,79,284909,272,15,2,100,4,1,1
0,28242,39,0,425318,150,5,12,25,3,0,1
1,58692,216,64,830574,392,11,1,0,1,0,0
1,125300,0,42,778265,498,1,2,0,2,1,1
0,56008,0,20,156253,323,1,4,75,4,0,1
1,148720,150,77,379730,587,28,1,0,0,3,0
1,50621,0,17,789157,285,0,4,100,1,0,0
0,74132,191,43,535092,349,15,2,25,0,3,0
0,72414,0,16,991413,250,16,4,25,3,1,1
0,40780,209,18,680403,150,22,5,100,3,1,0
0,33016,157,77,591308,188,29,2,0,3,3,1
0,129609,29,53,241594,575,3,2,50,0,0,1
1,115467,0,0,998084,837,1,11,25,0,3,0
0,146701,0,0,270434,203,1,14,25,4,1,1
1,98560,0,36,660066,334,0,2,0,1,0,0
0,26013,0,0,316547,200,0,8,0,4,0,1
1,23013,0,0,471997,152,1,10,0,0,1,0
0,72109,198,11,305870,254,5,4,100,1,1,0
0,75567,67,19,350487,351,0,6,0,0,4,1
0,36115,0,0,176533,211,1,12,0,1,3,0
0,122297,84,28,300033,690,4,1,0,4,2,1
0,69256,0,50,234151,293,1,2,0,1,0,0
0,96388,82,0,895615,326,3,12,100,1,0,1
0,29467,38,8,591326,180,4,4,50,1,0,0
1,102144,189,8,726796,702,19,6,100,0,4,1
1,141328,207,0,424713,686,13,13,25,3,0,1
0,96784,211,62,295279,275,22,2,75,4,3,1
0,75143,27,0,274299,289,5,10,25,4,0,1
1,137302,0,0,305734,755,0,12,0,0,0,0
1,48239,0,24,221907,573,0,6,0,3,1,1
0,49546,0,0,795417,243,5,14,25,3,0,1
0,143657,64,0,875606,867,3,10,0,2,0,1
0,78626,197,64,284453,250,23,1,100,4,0,1
1,27794,187,53,318033,158,13,1,100,1,1,0
1,125795,241,11,269279,748,11,5,0,1,3,0
0,37627,0,6,261686,224,0,6,0,0,3,1
1,92585,148,0,556963,299,18,10,100,0,0,0
1,95476,183,0,566503,322,17,11,100,1,3,0
0,158949,0,56,281584,893,1,4,25,1,4,1
1,115824,256,29,833829,640,0,1,0,1,0,0
1,144425,202,0,951016,669,4,14,100,2,3,1
1,75028,81,43,236437,266,5,2,0,1,1,1
1,60326,75,14,235698,347,5,14,50,4,4,0
0,33526,191,0,679863,210,21,9,50,0,1,1
1,90506,0,0,983289,264,29,9,25,1,0,1
0,38063,195,44,205784,189,10,2,25,3,0,1
1,21858,58,15,155789,248,4,4,100,2,4,0
0,67246,61,43,390262,252,4,1,100,3,1,1
1,90687,0,0,389556,390,1,12,50,4,1,1
0,44538,73,0,173310,200,4,8,75,0,1,0
1,122762,37,0,847171,275,5,14,25,0,3,0
1,155302,81,6,324688,448,3,6,100,1,1,1
0,46723,0,0,334592,711,1,8,25,1,0,0
1,104692,49,56,324712,889,5,2,0,1,2,0
0,48434,67,9,517356,241,3,4,0,1,0,0
1,46148,155,0,386085,418,27,9,0,1,1,0
0,70321,0,14,220107,372,1,5,75,1,4,1
0,122956,63,56,463640,543,3,2,50,1,0,0
0,30795,0,0,544185,199,1,9,0,4,1,0
0,114656,199,6,948686,649,14,15,100,4,0,0
0,41057,43,40,351791,162,3,2,100,3,1,0
0,44477,64,13,569024,131,3,6,25,1,4,1
1,43005,165,82,639422,241,1,1,50,4,0,1
1,97657,42,6,722147,270,5,6,100,1,3,1
1,26390,188,23,254950,269,15,4,0,4,0,0
0,56292,166,81,911598,348,27,2,100,1,1,1
1,36518,77,67,683007,166,3,9,0,0,4,1
0,98453,64,68,185101,255,4,2,0,0,2,0
1,92899,62,67,263080,370,5,1,25,0,1,1
0,44320,171,14,901133,164,1,6,0,1,0,1
0,21105,33,20,794430,221,3,4,75,1,0,1
0,115508,63,22,942099,841,4,4,25,0,2,0
0,45356,73,5,256935,170,24,5,0,4,1,0
1,121521,71,0,723848,537,3,10,75,2,1,0
1,91735,182,0,270509,301,21,10,25,4,4,0
1,24340,0,16,157568,183,0,4,0,4,1,1
1,159492,181,20,279016,820,1,6,25,0,3,0
0,46752,265,13,267142,741,16,2,0,3,2,0
0,35603,163,17,553814,174,29,6,0,1,0,0
1,25494,0,0,262920,138,1,12,0,0,1,1
0,94223,169,74,546417,294,17,1,0,3,1,1
0,83563,144,17,412513,369,28,6,25,1,3,0
1,52074,0,0,552176,383,0,14,50,2,3,0
0,27519,37,21,426025,209,4,4,100,1,0,1
1,127195,43,43,525858,530,5,1,100,0,1,1
0,123392,0,86,545673,774,0,2,0,1,4,0
0,52664,77,18,239846,308,5,5,100,4,0,1
1,35265,208,0,293542,184,24,14,0,3,0,0
1,24655,75,0,960169,161,5,15,100,4,0,1
1,118194,228,12,516476,526,18,4,50,4,0,0
0,83335,203,0,980351,255,3,10,25,1,1,1
0,137836,181,39,198198,511,28,1,100,0,0,1
1,68313,60,37,753254,399,3,1,100,1,0,1
0,114461,200,28,775618,596,14,1,100,0,0,0
1,30357,47,0,265048,387,5,14,100,0,4,1
1,78726,0,0,221785,308,0,8,0,1,0,0
0,103607,170,83,232378,871,5,2,0,0,0,0
1,50468,195,76,732491,271,29,15,25,1,3,1
1,138728,38,13,433691,674,3,5,0,1,0,1
1,102283,165,0,251199,718,14,8,100,1,3,0
0,111553,45,87,365696,582,0,2,25,1,1,1
1,101612,0,59,222450,587,1,1,100,4,3,0
1,75947,0,0,721881,393,1,14,25,0,0,1
1,101722,0,5,565632,557,0,6,100,4,0,1
0,93703,203,0,808193,219,11,13,100,4,3,1
1,66878,0,49,159161,376,1,1,0,0,3,1
0,94167,61,54,913781,261,5,1,100,0,0,1
1,24166,214,32,232492,168,0,1,0,0,1,1
1,52880,201,41,842193,300,13,2,50,1,4,1
1,65730,0,6,982181,576,1,5,0,4,0,1
1,100710,0,0,624372,417,1,15,25,1,0,1
0,71826,213,19,707524,298,1,4,25,1,0,0
1,127091,58,0,176728,535,5,14,75,4,3,0
1,122210,58,62,181655,404,5,2,0,4,0,1
1,48157,217,0,595864,148,1,12,0,4,3,0
1,118263,48,5,556556,725,5,5,25,0,3,1
1,144835,193,17,180698,677,29,4,50,4,0,1
0,81930,0,18,197604,345,0,4,0,3,0,1
0,33949,75,0,794093,150,4,9,50,0,1,1
0,103056,229,5,189872,587,16,6,0,1,0,0
1,37683,197,0,229932,174,27,14,0,3,1,0
0,52137,58,15,233930,255,4,4,25,1,0,0
0,150930,0,0,221740,625,1,9,25,2,0,0
0,25996,0,6,207895,150,1,6,25,3,4,1
1,71007,199,20,484451,327,5,6,0,1,0,1
1,47281,200,0,184697,133,22,12,50,4,0,0
1,120223,0,27,214585,896,1,2,100,4,0,0
1,22994,157,69,453359,230,13,1,0,0,1,0
1,113661,191,74,419412,525,21,2,0,1,0,0
1,46617,56,44,501787,200,5,2,100,4,0,0
0,75824,0,14,402882,352,25,5,25,2,1,1
1,144933,214,20,463555,577,1,5,25,1,3,0
0,109499,0,11,744123,550,1,4,25,1,0,1
0,117273,55,0,894425,588,5,9,25,1,1,1
1,86562,0,84,953523,312,0,1,0,1,1,1
1,148566,236,33,264792,401,22,2,25,0,3,0
0,74505,66,17,200009,285,5,4,25,0,3,0
1,43389,68,0,902410,132,5,8,100,4,0,1
1,65822,234,0,590908,397,21,10,0,1,0,0
0,80903,224,24,204940,371,26,6,0,4,0,0
0,21489,150,0,759611,231,20,12,75,3,0,0
1,155625,172,12,907618,885,26,5,100,1,2,0
0,79041,186,14,159314,292,12,5,100,4,1,0
1,32914,0,14,584523,295,16,4,0,1,1,1
0,132265,244,81,218663,729,21,1,100,4,3,0
0,69467,0,5,339885,347,1,6,100,4,1,0
0,79439,0,49,708866,377,1,4,0,4,3,1
0,82789,71,0,295446,268,3,14,0,4,0,1
0,42155,248,0,690747,225,0,9,0,1,1,1
0,44883,65,35,646082,210,5,8,25,4,1,1
0,35845,218,0,213438,250,20,15,50,1,3,1
0,157428,0,74,173237,756,0,1,25,1,1,1
1,59822,0,0,163075,260,1,10,100,1,4,1
0,155024,0,9,216742,689,1,4,0,1,0,1
0,41434,0,0,550274,223,1,11,25,1,1,1
1,68895,197,18,198354,315,10,12,75,1,0,1
0,21547,0,56,981857,187,4,2,0,4,0,1
1,88034,211,0,403614,385,18,10,100,0,0,0
1,151027,0,18,601900,517,1,6,100,1,2,0
1,125707,65,6,227246,627,4,4,100,4,1,1
1,53069,53,66,752168,339,4,1,25,1,3,0
1,86561,89,0,207146,365,4,13,25,4,0,0
0,45463,243,19,267641,148,28,4,100,0,3,1
0,138559,62,24,330981,636,3,6,25,1,0,0
1,37573,0,15,475819,187,0,4,0,4,1,1
1,142586,232,11,376562,453,10,4,100,1,1,1
0,134723,183,24,912787,541,25,5,0,1,4,0
0,80047,66,0,325441,304,3,14,75,1,4,0
1,37075,50,8,265813,191,4,5,25,4,0,0
1,38208,0,12,462870,134,1,6,100,1,4,0
1,51516,74,14,661466,271,3,5,100,1,3,1
0,109992,58,71,981614,437,3,1,25,4,0,0
1,97028,148,0,529904,358,13,15,100,2,2,0
0,40348,50,75,784909,153,4,2,0,2,0,1
1,94693,164,71,298620,419,12,2,0,4,4,1
0,96473,211,39,517162,309,17,2,75,4,3,0
0,37058,0,0,429582,211,0,14,0,3,0,0
1,126631,45,14,504393,746,4,6,0,4,0,1
0,50080,197,39,788026,375,15,1,0,4,3,1
1,35329,53,76,834713,228,4,1,0,4,1,1
0,87131,233,0,863023,318,25,6,0,4,2,1
1,114129,206,76,290499,897,23,2,25,1,0,0
0,154462,0,31,886336,576,1,1,0,4,1,0
1,31300,0,20,626221,198,1,4,100,1,3,1
1,106902,0,20,975779,665,19,5,100,1,0,1
0,104813,0,0,314694,848,0,14,100,1,3,1
1,72194,76,0,669470,204,3,10,0,4,1,1
0,22491,0,75,267176,237,3,2,0,4,0,0
0,117983,54,15,278739,166,4,2,25,1,1,1
0,25276,0,89,241369,207,1,1,0,4,0,1
1,54766,240,0,226638,283,24,13,50,2,3,1
0,39033,217,17,323674,160,25,4,0,1,0,0
1,146844,66,17,625485,418,5,5,75,4,0,1
1,34809,0,83,559359,164,1,1,100,2,0,1
0,40964,0,13,260822,189,0,13,25,1,0,1
0,76781,58,80,233642,399,17,1,100,4,0,0
1,124522,59,0,785739,886,5,10,25,4,4,1
1,152892,0,0,242383,487,14,9,50,1,1,0
1,140655,0,0,655281,698,11,9,0,1,0,0
1,115987,35,14,219175,894,4,5,0,3,1,1
0,45131,0,0,661345,242,1,15,25,3,3,0
1,57578,156,15,492510,330,13,6,100,1,0,0
1,68056,228,0,205450,354,16,15,25,1,0,0
0,121282,169,0,875007,530,5,9,100,4,1,1
1,141930,54,9,272413,767,5,13,50,3,1,1
0,94045,64,57,686495,290,3,9,100,1,1,0
1,107431,0,29,236230,558,0,2,0,1,1,0
0,145529,210,23,163893,322,24,6,0,4,0,0
0,54251,52,0,229667,310,5,10,0,1,3,0
1,119573,49,5,886458,406,5,4,50,1,0,0
0,123990,186,0,474170,406,16,9,100,1,3,0
1,81481,0,24,310289,373,0,6,25,0,3,1
1,85344,136,0,259721,265,23,8,0,0,3,0
0,50865,0,22,917695,257,0,5,0,4,0,1
1,139124,0,0,159278,649,1,9,25,4,3,1
1,58034,61,8,937140,333,4,5,25,0,1,0
0,66159,70,73,743905,271,3,2,75,4,3,1
0,39865,221,0,463399,193,25,14,0,1,2,0
0,41954,0,49,598144,247,0,1,25,1,1,0
1,93794,0,0,479487,269,0,11,0,1,1,1
0,63521,70,39,918314,366,5,2,25,0,4,1
1,97556,41,0,612559,354,5,2,100,1,1,0
1,92778,29,0,582102,292,5,14,25,3,3,1
0,106989,41,5,249226,548,4,5,25,4,1,0
1,118878,227,35,670600,576,17,2,0,0,3,1
1,37984,252,5,167351,230,18,4,0,0,0,0
0,122841,201,77,158910,754,0,1,100,0,0,0
1,49371,90,0,308751,216,3,8,100,0,1,0
1,53335,48,18,753103,326,4,14,100,0,3,1
0,27522,0,0,898267,289,1,11,0,0,0,0
1,47170,58,0,369818,230,3,13,0,4,1,1
1,49258,207,22,718538,152,17,5,75,4,0,1
0,37019,0,0,659505,184,0,13,25,4,1,1
1,80068,198,18,455601,334,20,5,100,4,2,0
0,73238,198,8,876119,312,10,4,100,0,3,0
1,91536,0,61,260018,312,5,15,100,0,0,1
0,39808,187,38,192600,239,11,2,100,1,4,0
1,26614,43,39,459608,237,1,1,0,1,3,0
1,44589,77,0,778796,168,3,15,100,4,0,0
1,157813,192,48,687840,504,12,1,0,3,1,0
0,102857,253,7,320755,701,20,5,0,3,0,0
1,32595,0,0,864838,210,0,15,100,1,3,1
0,38129,57,14,819742,176,5,6,75,3,2,1
1,57011,60,0,735588,357,5,14,75,0,1,1
1,36034,32,24,186377,240,4,1,25,1,0,1
0,118612,0,0,277982,501,0,10,0,4,1,0
0,54024,0,0,189887,373,1,14,100,4,0,1
1,23756,184,0,927687,197,15,10,0,0,3,0
1,51458,162,0,522983,352,20,12,50,3,0,0
1,51984,0,0,985758,306,0,9,0,3,0,0
0,35468,0,62,559911,218,1,2,100,1,4,0
0,125359,189,14,194641,852,26,4,50,3,1,0
0,59259,182,0,218383,383,13,9,100,1,3,0
1,23092,236,0,203688,241,1,9,0,0,0,0
1,38491,181,13,358048,148,21,4,0,3,0,0
1,59046,0,66,176170,201,1,2,25,1,2,0
1,93675,64,7,168842,308,0,4,25,3,0,0
1,149379,224,0,528332,693,22,11,100,2,0,1
1,60097,74,29,280799,359,5,2,0,0,1,1
1,39503,232,83,505436,880,3,1,100,1,3,0
0,30761,215,10,798143,214,11,8,0,1,1,1
0,112445,0,85,431250,572,1,13,0,1,2,0
1,149705,0,8,928895,680,0,2,25,3,0,1
0,91083,0,0,408320,312,1,10,100,1,1,0
1,38628,0,0,860713,201,1,12,0,0,0,1
1,64950,225,73,350018,142,12,2,100,1,1,0
0,56452,0,75,185601,305,0,2,0,1,0,0
0,102682,65,13,447901,697,5,2,100,0,3,0
0,71164,0,17,288319,373,0,4,25,1,3,1
1,130760,241,13,426241,696,14,5,25,1,0,0
0,77645,0,0,834511,378,0,15,100,3,3,0
0,35859,68,29,340882,536,5,4,100,1,3,0
0,30797,74,13,256439,153,3,5,0,3,0,1
0,39082,90,0,250837,208,4,9,100,4,1,1
1,120092,0,0,522637,850,0,13,100,1,4,0
0,106174,0,0,973307,820,1,9,0,0,1,0
0,22456,159,0,918146,170,22,13,25,3,0,1
1,87010,0,62,170614,331,0,12,0,0,2,0
0,77042,62,0,209812,333,4,6,75,1,0,1
0,42430,69,31,286600,131,1,2,0,2,1,0
0,158516,0,43,306076,659,3,2,0,4,3,0
0,27027,0,0,640621,148,1,9,25,0,3,1
0,85790,65,83,406841,204,5,1,100,1,3,1
0,99887,63,23,535456,205,0,6,100,1,1,1
1,36129,199,11,272902,248,26,6,0,4,1,1
1,158882,0,11,721805,865,0,4,0,1,0,1
1,109588,193,61,236664,581,4,2,25,4,1,0
1,60641,0,0,936376,324,0,9,100,4,4,1
1,41134,43,88,158151,246,5,2,100,0,3,1
0,63194,52,66,757495,194,5,2,25,1,1,1
0,77999,0,43,397326,256,1,4,0,3,3,0
0,112982,41,0,536273,650,4,14,75,4,4,0
0,60247,46,6,677211,392,3,5,0,1,4,0
0,60217,0,89,927715,320,19,1,0,0,1,1
0,40031,36,11,606180,245,5,1,100,0,1,1
1,39358,165,0,914945,161,15,14,100,4,3,0
1,35314,0,0,281556,240,1,10,0,2,0,1
1,60463,35,7,723637,208,3,4,0,1,0,1
1,77951,0,19,184399,659,1,11,0,1,3,1
0,107739,49,52,574797,631,4,2,0,4,3,0
1,92014,0,0,203037,302,1,15,25,0,3,0
0,96367,230,12,183009,229,14,5,25,0,0,0
0,45273,89,23,240120,208,22,6,0,0,0,0
1,74128,65,0,357953,270,3,10,25,4,0,1
1,25208,57,58,232971,163,5,14,0,0,2,1
1,96509,207,0,599128,290,19,8,0,4,0,0
1,108526,251,0,363036,488,19,15,0,1,1,0
0,151293,0,0,335680,879,1,13,50,3,3,0
0,51515,228,18,197285,336,21,6,25,3,0,0
1,41259,58,0,396597,147,4,14,25,0,1,1
1,25699,184,0,333060,248,23,2,0,1,3,0
0,76319,209,0,928608,327,15,9,25,4,3,1
1,121758,0,8,504368,719,1,5,0,1,4,1
0,26650,171,17,211509,185,0,6,0,1,0,1
0,78607,0,0,480459,382,1,13,50,4,3,1
0,63333,72,9,395282,337,4,4,0,0,3,1
0,43315,17,7,432252,177,4,5,25,3,4,1
0,97893,198,15,462833,741,18,5,100,3,3,0
0,90342,218,66,236887,255,22,1,0,4,0,0
0,46853,67,80,220970,301,5,2,100,1,0,1
1,40603,68,0,806628,199,5,9,50,0,0,0
0,97931,0,83,282966,329,0,1,100,1,2,1
0,102417,0,16,313557,498,0,4,0,4,0,1
0,42664,0,6,181145,200,1,4,0,3,1,1
0,35641,143,0,508831,196,0,12,0,1,1,0
1,50950,74,42,805947,353,4,2,50,0,0,1
1,80502,0,0,852541,367,0,11,0,2,4,1
0,29577,191,23,432027,165,27,6,0,1,1,1
0,26269,270,63,984803,231,22,2,0,0,1,0
1,142428,175,0,375756,473,16,13,75,1,3,1
0,30779,74,0,739195,232,5,5,25,0,0,1
0,33988,0,15,314777,247,0,4,25,0,0,1
1,74932,252,11,165364,314,16,5,0,1,0,0
0,48435,0,16,555023,234,0,6,25,1,4,1
1,22692,212,69,168747,226,13,2,0,1,3,0
1,105998,0,82,260026,276,1,1,0,0,0,0
0,106391,0,25,896664,771,0,1,0,4,3,0
0,128696,0,30,985933,703,4,1,50,2,4,1
1,81155,0,0,448012,174,0,9,0,4,0,1
1,23995,0,16,761738,192,0,5,0,1,0,1
0,49640,197,51,400846,234,25,6,0,1,0,0
1,146115,0,0,227508,427,0,12,100,4,0,1
0,73437,0,71,527421,320,0,1,0,0,1,1
1,157658,0,5,177566,802,21,10,0,1,1,1
0,30690,78,79,671359,227,5,1,0,0,0,1
1,39593,0,23,896534,206,1,1,25,4,1,1
1,80307,212,24,390680,700,29,5,0,1,3,0
1,83416,175,69,403138,368,27,1,50,1,1,1
0,38561,67,58,425971,132,3,2,50,1,1,0
1,61669,210,22,470448,351,24,6,0,0,4,0
1,114645,59,22,620718,450,5,4,50,1,1,1
1,25893,0,19,888231,245,0,4,0,1,4,1
0,107481,63,31,162506,451,3,1,75,0,3,0
1,94564,0,7,295138,399,1,5,100,1,0,1
0,80286,70,87,446329,346,4,12,0,4,2,1
0,39105,48,8,200020,155,5,5,50,1,0,0
0,30806,49,53,425636,244,4,2,25,4,1,1
1,128511,0,22,318431,713,0,5,100,1,1,1
0,155867,64,73,172452,745,5,2,100,4,0,1
0,26454,185,39,396324,171,14,2,100,4,1,1
1,28708,0,29,422028,197,1,2,100,1,3,0
1,88405,204,24,270004,313,16,4,0,1,0,1
0,47797,174,17,668946,220,15,4,0,3,0,1
0,26615,208,81,300831,206,20,1,0,3,3,0
0,34527,52,57,328420,160,3,1,25,1,0,1
0,120905,65,0,502504,733,4,10,0,1,3,1
0,21929,66,89,888053,197,4,1,0,1,1,1
1,108677,164,23,465720,535,24,4,25,4,1,0
0,73061,53,0,272228,339,5,8,100,1,3,0
1,88119,135,17,688863,312,26,4,25,0,3,1
1,151403,49,89,697248,651,3,1,25,1,1,0
0,26644,84,46,276556,199,5,2,100,0,4,1
1,54508,154,12,438855,255,16,5,50,1,0,0
1,21828,188,87,801794,132,4,1,50,4,0,0
1,115463,0,0,188199,615,0,15,25,1,3,0
1,48489,196,80,581017,249,23,2,25,2,1,0
0,134379,0,15,287024,457,0,5,0,1,3,1
0,131166,0,77,185891,618,1,1,0,4,2,1
1,140110,41,0,263558,470,3,1,0,3,0,0
